Course	Room	Teacher	Time	Students
12709	190	2132	1	2437 11343 11652 16011 25118 25177 33493 35855 36008 37863 46758 48158 52592 54928 55850 60307 63067 63633 64381 68117 74090 76569 85298 87517 89695 101870 104236 104246 106427 114680 124117 136875 142581 
12710	716	6574	17	19681 20477 27098 33366 33545 35340 35917 41076 41761 43011 43923 46282 46299 47527 52910 62623 63018 65989 79437 81910 82587 84615 98042 102368 107198 111070 116253 118752 120436 124009 135550 142247 142408 
12711	245	4883	22	10900 14485 16072 27018 28782 39167 45948 48666 54666 55573 56664 62629 66693 67273 71248 71473 74223 76830 78320 84365 87238 98900 100452 100948 107051 114455 116074 120873 127800 138253 143133 
12712	710	5619	22	4140 4263 6624 13331 15471 15951 18079 19625 24917 30079 35941 37017 39805 49382 50184 60154 62617 63735 68606 69089 71138 71400 71678 84915 94158 95916 96202 96850 116247 117725 121723 122954 123208 132853 141709 
12713	370	3580	20	10683 18231 20716 22090 25682 29489 34546 38976 55390 58212 63280 69396 74522 77207 85104 86248 87678 90516 91287 97545 107718 109893 118510 125120 129367 139115 
12714	682	4864	13	3345 6436 6936 13491 16983 35627 35689 36005 42934 49817 57807 59377 63400 64908 67453 70327 71830 83535 89997 90447 95023 96636 96754 103359 107219 110321 113628 119622 120366 120867 126010 132395 135326 139466 143638 
12715	701	3209	20	1479 7712 10644 11174 12201 26349 30454 31554 33922 39806 47140 49280 52994 53720 59972 59989 75301 76946 83578 88739 89197 92025 99615 103614 106986 119540 119655 124980 133378 141353 
12716	395	7754	23	3185 4135 7358 9129 12487 12704 16194 18563 25982 32145 37866 39380 42554 49296 66140 66182 73682 74358 76272 85289 91459 96349 98891 99187 106684 111734 115078 121530 121564 124577 128528 130699 134011 138835 
12717	264	126	9	687 6210 10377 12717 14042 14533 15279 16289 26412 31252 32623 37308 42640 46307 47360 53035 58426 60220 61435 62924 63384 69400 70339 71479 75882 88250 95231 99244 105143 123159 133318 136582 142902 
12718	726	1778	17	5130 16142 22627 24167 27540 32369 34084 36949 39955 42953 46006 52818 54515 59120 59181 65595 67053 69906 74502 79844 99155 110117 115020 115998 118089 120988 126629 127678 137249 137759 143621 
12719	482	3123	15	337 11497 13326 21694 22160 22482 26917 39230 40136 50122 55268 60900 62815 63272 63378 68019 68511 78962 97102 102183 103125 105465 107120 110238 123529 126263 131118 135971 136906 137430 138855 141257 142485 
12720	394	7031	22	1994 5543 6251 12152 13820 17374 28151 36142 41655 47901 48749 64654 64893 70276 77596 90056 90503 99421 99650 104484 109159 115566 123327 123468 125660 128976 130035 130240 131397 133181 133223 133749 134818 137531 140482 140574 143311 
12721	840	4988	21	9712 9856 25094 38705 40349 44449 44814 45814 46818 55425 65834 65979 67666 67725 70126 81570 84720 89831 91056 91994 93620 95975 97822 98691 109463 110076 116762 119930 131082 131996 137140 140424 143502 
12722	942	2993	6	3513 6381 10306 13405 14572 22844 23527 25393 29625 30144 32518 32734 37801 45977 50491 68243 70668 77156 86959 87716 100184 103105 104410 113296 115347 117966 119029 125414 138058 143135 
12723	208	7747	18	219 10525 17360 22172 26483 28037 29302 35807 42785 43904 46081 46328 46810 50199 54472 56679 68765 68781 71178 72942 75259 77369 82557 84399 89943 92606 100517 108888 115607 121136 121768 125288 129590 130133 136735 
12724	326	7375	23	442 1442 1487 2607 3973 8912 12544 14073 14433 15390 23217 23457 34942 38327 39039 41085 42090 54200 55691 56066 85103 92785 93774 94965 97627 102201 104913 109496 112781 114046 114300 122023 124520 124951 125554 129621 129956 141039 143500 
12725	141	974	23	8477 11364 12296 18632 19307 26959 27899 32834 46100 47444 50488 51032 51659 56232 56720 57287 70045 76940 82664 84730 87489 88261 88383 90043 93152 106476 117280 120915 122232 123413 125344 125693 128215 130689 133075 133380 135749 
12726	711	7580	11	4655 6957 11084 13689 15993 27523 27988 28389 28881 39537 39826 44708 50726 51295 52481 70319 70570 76686 79045 79085 80937 81192 82856 83754 85879 88935 96987 98151 99363 109553 109996 111021 117537 121286 122327 123352 124768 125052 126826 128327 136042 138148 139290 
12727	28	2323	25	98 995 13769 16439 16493 18916 20484 23784 27219 37304 42114 43138 55546 57797 59949 69718 72317 78475 88491 91239 93289 97276 102635 102944 107922 111163 115026 115494 117720 122007 125229 125916 138306 140458 143284 
12728	694	496	13	21763 24331 24657 33160 38428 42318 42728 42895 44520 44999 46329 48776 49663 50051 52677 56530 59441 61530 66673 72054 86593 92564 94741 97423 97932 98914 102484 112651 114975 117298 117881 122409 129688 131049 137177 
12729	627	536	20	8174 8285 11094 12291 16220 16791 23253 24515 32652 35545 39945 42322 42579 43750 45871 48364 49516 52789 59793 65935 72248 74336 78603 80371 81484 85303 100154 106089 109716 114781 127169 134914 140763 
12730	109	8158	7	21163 22575 27318 28302 32189 45538 46520 48579 51721 52067 54351 56502 56563 57323 58776 60016 60916 62456 78673 82210 82635 84846 99820 101215 104101 108207 116526 121400 123596 140272 140964 141345 
12731	583	5251	21	1352 5200 12541 17639 19123 19589 25833 28119 32059 32486 40172 48053 49025 56171 61661 62739 63574 65143 65493 66016 69047 69212 69593 73586 77787 89266 89473 95394 99149 99894 100801 102221 105024 110462 112665 114222 116242 117729 136744 136900 138068 138387 
12732	626	3252	8	8720 18608 22779 29147 29623 33676 34262 34865 35246 50011 51446 56384 59032 60673 74585 77646 83401 86195 89253 91243 92888 104937 119924 132196 136846 141433 
12733	495	4882	22	3542 6763 6959 8743 36986 37421 38159 43741 55293 57820 60217 64924 69916 71679 76766 78529 81700 88634 91875 94933 101769 102803 106228 109363 110746 110794 116624 120968 121860 123079 123529 127325 130873 132236 140480 141170 141866 
12734	969	2005	22	3553 5851 20607 23607 38520 39910 42934 45152 47691 61190 70124 72040 73559 74884 77355 82113 83420 85517 93630 96695 104975 107985 109133 109808 122019 122411 124256 127703 129210 129617 132067 137142 138566 
12735	138	504	23	1135 1541 22552 30687 43866 43936 49404 50036 63146 69527 76939 78005 81291 84003 85625 86230 86981 94779 95181 96391 107906 110328 116293 119618 120831 135417 139818 143207 143400 143582 
12736	452	6735	14	3569 4552 17324 17694 19539 35475 36823 43470 44512 47936 48876 49496 71291 72194 74990 75398 75795 78987 99045 115889 126736 126993 128468 141261 142144 
12737	916	8232	16	4067 12047 20210 20330 23537 27964 29933 41134 42604 44140 44363 45143 47431 49214 53388 54579 55565 57931 57990 62772 65659 69538 79068 79215 81754 89109 93404 94358 98751 104316 106096 114110 114114 123445 142566 143114 
12738	80	4879	23	355 1858 4028 6471 8471 10389 17819 32797 35027 42283 45605 45636 45964 47121 60615 63727 65602 66343 77769 83917 91270 96551 99178 101255 103176 103593 105116 106902 107230 109808 120060 124095 124943 127431 138567 141366 
12739	155	1285	7	6514 8704 11083 23095 49125 50178 52449 58862 58940 78479 81619 85180 92515 98027 107236 112315 116672 117488 118840 125044 132001 134385 138015 141399 
12740	299	6675	21	10115 10728 14024 14429 15194 15938 18175 22869 23921 25572 27054 41623 45263 47640 49355 56754 60232 61267 62807 63403 64785 72308 72866 74152 75637 80785 85102 90315 93051 100090 100260 102032 103474 105455 112151 116665 117857 117893 118262 121395 124943 130009 132142 
12741	270	7553	22	2088 9648 10917 12769 18378 23935 24193 24282 32152 36777 42697 44622 46975 53293 57073 58410 59201 63110 81274 84320 88212 89585 89589 89903 90065 92835 108204 111635 115527 116348 141870 142533 
12742	254	5348	22	60 3357 8651 10198 14889 19303 20543 21486 22209 33465 37273 37946 46407 48850 49380 55937 58408 60815 65827 73805 76563 77525 78477 79875 82241 89530 89543 91872 92524 95066 95376 99992 103177 108767 113147 115893 117753 118443 120162 121364 121581 121939 128267 130711 137125 138659 141151 
12743	491	8218	0	5672 9372 10762 12603 13147 23648 29481 40912 44635 55472 56905 66315 69505 69845 70615 72387 77684 88946 100972 101789 103305 114607 118426 120164 129604 133658 137579 
12744	492	5494	15	3511 10190 12264 26999 28035 30277 34587 36376 39176 47883 48909 54238 54676 60024 66625 67338 67408 67410 73568 77053 80782 81313 82937 89381 96327 107939 108108 108545 108746 109802 112257 113076 115062 125659 125947 127042 131325 131625 136167 
12745	644	3082	20	4019 4277 4715 5170 17194 21507 26393 27091 29902 31546 41846 42165 48831 52619 55319 64213 64631 70730 72157 73062 73733 99696 101401 108498 108572 113052 117736 126026 126335 128443 133616 135993 141388 143810 143996 
12746	950	3712	21	1231 2163 10720 10751 10882 11472 18996 21486 33930 48500 48636 49396 50428 52817 52942 54964 60800 63045 75748 75981 81399 85832 88852 88955 96955 98653 102704 104840 105930 120451 125586 129304 136544 141996 
12747	297	2579	19	9025 11100 17511 24028 27350 35638 39950 46224 51113 58260 60115 61451 65788 77437 79346 93181 94481 112512 114099 114530 127186 128769 129239 139774 140634 
12748	501	2276	10	4565 14827 16505 17073 21352 25567 38929 41419 47066 56243 56674 61152 65684 65841 69460 74369 74467 78726 80512 89173 89565 91700 102528 107448 111813 113612 115513 117202 119867 121107 123864 125909 126090 128117 128597 129177 129604 131094 131530 
12749	677	3288	8	448 1301 2288 7952 12933 19690 23082 37939 38089 43954 61897 66716 67806 76077 76646 81220 95585 98592 99376 100611 109199 110112 113138 120946 129749 130854 132533 138089 142692 
12750	71	8466	12	3762 7864 15686 42514 46273 54689 55926 66293 72912 79100 94153 95366 107533 122092 124795 129142 141147 143640 
12751	169	2921	7	15737 19292 24254 28683 28949 30096 32304 32704 35001 40961 45294 47204 47905 51069 71703 74789 76610 78666 83947 84184 86661 93429 94147 94594 104739 105164 106497 110964 126283 130445 132686 135083 136056 142022 
12752	255	3028	23	3895 9048 11781 12277 19219 19365 21156 21227 23110 23714 32139 37783 46961 48847 56247 56613 63370 64814 69578 71319 90308 93391 96918 99654 100033 100234 103280 104151 106433 108610 113176 114182 118976 119053 128772 135991 136596 140427 
12753	687	4567	21	412 8500 10155 11876 13231 18880 21519 22390 29899 31494 33351 34745 42699 43072 53363 53576 55538 55839 65029 67334 76399 86529 88986 100617 105828 109315 119096 119324 124018 129790 134373 135874 136164 140470 142416 
12754	347	1155	18	243 2581 10755 16876 19734 24033 25451 29729 39123 46052 56132 58232 58870 59463 64412 76502 82194 83492 84846 87113 91566 108562 114557 114863 118345 119221 119871 120111 127580 133362 139886 140386 140894 
12755	202	8995	18	974 6979 19400 21187 23612 24920 31448 33910 35061 38873 50302 58501 59484 61842 73580 74923 75554 77531 84893 90108 92018 95763 108377 108993 116608 120498 139118 
12756	743	3595	16	20178 32647 39103 39678 46619 51295 51300 51966 56043 62652 80422 86407 87230 92675 98692 106731 107447 113288 114487 115825 118314 125946 128301 130593 133769 138107 139341 139432 
12757	754	2340	20	4361 15947 17851 22888 23175 27361 39519 39994 43030 43154 46397 51582 54880 55112 68297 69930 72191 73708 77472 85479 85622 86082 88042 92102 93405 95981 101678 129996 132160 132892 
12758	680	3910	22	390 2161 4841 5247 7077 7350 10799 11928 26628 27170 33917 34413 35511 44660 44777 70960 71953 72900 74153 75127 82708 85564 88455 94201 95148 101327 102846 102947 106049 107418 110301 114137 121299 122773 123796 126925 131124 132210 142184 
12759	106	1207	19	5493 10409 10585 18582 29448 38007 42362 45385 50348 51120 52008 57937 68545 69234 72778 78281 79197 88655 97257 98109 98848 99718 107078 107884 113738 115543 115929 118539 118702 121198 130247 133974 137906 141364 
12760	181	2399	19	4300 5217 19632 20280 25524 25757 25909 37558 39033 42552 43279 46862 52128 52772 54041 58629 60257 62067 66828 70131 70466 90616 102960 103942 116063 123079 123235 124873 137098 140130 141156 
12761	559	5612	23	1360 7026 15784 18460 19949 20530 25367 31722 36457 41767 49252 54908 78989 80446 86227 87881 91219 92901 98639 100950 101217 104154 104382 109439 118968 120120 126809 127680 132865 134905 137113 138111 142145 
12762	212	23	19	5608 8317 9218 12202 12774 14179 19347 21363 23192 25056 31611 33519 42005 51438 53542 54590 78343 94218 94226 96549 96602 99022 99716 101363 104345 106223 106844 107943 112665 115408 117606 126372 127418 131528 
12763	321	6545	21	668 6336 7005 26073 27799 33308 42317 43726 61059 64553 71949 83440 84025 88644 94227 94677 100947 102504 105224 110940 117618 120842 121152 123711 125890 133879 
12764	318	3635	21	5199 9560 15428 17786 17892 29458 30328 47723 51988 53784 55160 55698 56737 57364 59230 65871 66722 70591 76859 76914 82274 92726 95744 96531 100735 111146 114820 123129 135602 141923 
12765	692	2856	22	2081 3978 5618 7706 8673 12042 15933 19863 21783 22919 26602 27360 30517 36610 37060 47588 49703 50810 57754 61613 68037 68166 68352 85235 86896 87771 95477 95870 106455 111299 113617 114607 119803 123039 124270 136492 140498 140913 141830 
12766	395	6173	22	5813 16311 19860 21054 22428 29027 31920 40315 42122 44073 44133 46624 59091 61618 62563 72577 74474 76270 76369 77072 77480 77866 93765 105214 110523 113788 117799 122515 128639 128928 140418 142774 143943 
12767	370	6564	21	1224 3132 9644 9800 20006 32709 47918 61913 63004 63048 74683 79666 82250 82984 84760 87475 98601 101209 101579 102884 103838 122078 123588 127704 131351 132849 
12768	422	1939	1	26963 27558 36152 50183 65290 65610 66707 67962 81631 86400 87752 100623 101680 103145 108346 115906 123417 123908 130735 
12769	184	6176	7	6148 14551 16737 20008 23883 24756 24813 24982 25269 25401 25519 32034 33457 35960 70662 73037 75115 81280 81886 83629 88796 90835 99501 103503 119245 120366 121603 139353 140207 141498 
12770	948	8716	14	1377 4943 9396 13976 16407 24359 24446 26829 38977 43574 44041 48354 53714 54357 59667 62262 62854 64806 75449 76711 92636 94415 96439 100073 104182 105867 111205 121099 122832 129077 131587 143841 
12771	486	6580	24	332 3944 4894 6074 10926 13525 13773 15118 17417 20444 20575 26661 28703 35815 40743 44561 44636 47549 50942 55574 58291 61090 66621 69939 81220 83995 88930 92443 96970 98600 99611 108019 109041 112844 113467 116887 120002 132253 137734 141101 141118 142204 
12772	154	4347	23	3842 4963 9637 14298 19720 19997 23466 25576 26102 31319 31546 31960 33239 37544 37601 53833 55415 61565 62098 67792 72840 74300 84039 87317 89330 92150 94315 95051 96111 99072 110689 112196 116754 135103 137789 140817 143945 
12773	219	7262	19	1778 7854 8607 8701 9352 15617 16144 17778 19831 23917 26648 30719 32564 35228 40007 42158 46576 46762 46941 59219 69058 69830 75048 81357 81398 86860 89495 99508 101456 107180 121111 126828 128491 129317 134556 135793 142804 143752 143877 
12774	323	2728	21	8137 8253 19005 19082 21217 21467 21918 24067 24151 46894 50841 51703 62072 70381 73918 80549 82562 84673 89165 91363 91996 94435 106161 120180 126664 126906 130656 132322 133407 135700 
12775	519	4357	3	538 6837 8667 11165 12108 13146 13478 21613 21709 25462 25693 36213 46151 50625 55721 61654 80314 91680 96331 97062 99905 110461 110761 116027 129090 129466 130191 140241 141050 141759 
12776	518	463	15	7444 9778 16857 20743 24942 27999 34676 36114 38841 39272 43710 44917 45421 49040 49223 49424 56043 63969 66890 67282 69225 71749 75658 77676 78198 94393 101404 108327 108917 109725 119026 121253 123114 131800 140879 141614 
12777	485	2590	21	1082 30870 33628 36070 36755 45823 45844 59365 75313 75655 80253 80335 82575 83013 86603 87446 94631 101230 101881 102810 114878 115862 118732 121985 131486 131744 134254 135781 142479 
12778	645	3058	20	3922 6896 12809 15446 16405 19528 26427 29271 30951 39961 40238 43449 44346 46619 49190 50377 50947 53511 68783 69567 71083 79301 83205 89188 89464 99800 107039 109048 120373 121528 126917 129282 132800 140159 
12779	632	3707	20	558 1963 10039 12042 29586 33298 33927 34046 51674 55622 63505 72700 80279 87155 91236 95545 96337 97280 109514 116237 119069 124247 126261 128406 131187 132807 133471 139816 142746 
12780	760	6746	17	4505 11140 11847 12053 12147 14303 15988 23033 29191 29686 30135 30387 36621 41055 45853 45888 47311 47924 57607 57893 59228 64304 67554 79760 89525 94505 95254 102916 105178 107605 112652 116013 116727 123048 123659 125170 137265 
12781	646	6316	20	1852 3335 10257 12629 28670 29658 31201 37119 47604 50741 54973 55164 56704 58127 59363 66094 69776 70975 81018 86927 87901 90494 90939 92127 98235 106785 110796 121003 124052 126320 127147 136498 142215 142837 
12782	151	4181	20	1733 3175 3421 5182 8414 16686 20745 20972 54291 64504 73656 74173 81634 82659 84974 96024 105913 110104 112061 112526 117997 118896 132049 136056 
12783	783	1990	17	960 3004 15002 15382 16523 20955 33892 35564 39800 45662 47467 54990 55650 70687 71371 71666 75906 82836 85003 87200 91843 92326 103417 103753 105678 112361 122561 141541 142378 142765 
12784	927	7642	12	826 6343 9883 17271 18388 30237 30690 33406 35544 45703 55759 58837 64036 64249 71859 72447 95607 107764 111662 114119 115078 117224 122875 126931 142847 143689 
12785	761	5903	21	10697 14988 15730 24911 25224 31484 32979 34033 35797 36940 41211 48219 48649 55869 59864 62630 63778 65298 68560 70348 74907 75358 75565 85437 89260 92521 92948 97824 101521 104271 104849 126223 127043 
12786	259	3699	23	1624 3822 5460 11516 11905 13910 15987 23530 23712 30941 35065 36498 39318 41801 49785 51292 59521 62295 62783 63030 63717 70979 78427 81199 91076 91569 96894 98492 99983 107370 110469 121503 130924 137189 140687 141502 142500 143394 
12787	734	484	13	672 1490 12682 13455 16086 16125 19003 19165 20344 27021 27975 28538 37328 39152 39856 41560 42745 42798 42871 43665 49020 54217 55460 62145 70110 74828 83691 94065 102537 112780 115555 118218 119668 121642 124127 126970 127978 136659 
12788	252	1765	7	231 6982 15454 15689 17357 25332 34830 35681 36637 39913 53822 54160 60200 60684 62445 64916 73039 75215 75362 80711 88291 96735 98946 112482 118139 130229 
12789	510	5100	21	703 2375 7130 21740 26718 26728 29840 46867 57286 58564 72566 77236 77935 78988 82669 83248 88495 99035 100792 110467 112663 115481 115971 120512 122410 123538 132526 140752 142763 
12790	551	996	22	1212 1375 1731 2091 9471 20660 25726 25919 33438 36290 49832 49883 55328 63888 76007 77479 78791 98071 99712 100920 102329 103646 115204 115503 117921 119697 129283 134018 136496 137302 138632 139235 140072 142507 
12791	172	3873	16	403 2851 4838 10563 14553 15287 17092 19703 25348 46261 55022 58351 59791 60675 61161 64881 70177 72891 73397 73419 79111 81062 85742 88196 89042 89382 89994 94279 98702 101687 110839 115044 120779 121305 129131 129194 137652 
12792	702	11	15	5085 5724 8265 16585 38702 44126 46141 51005 60874 61519 63811 65142 73382 80558 82262 84941 90068 100158 102151 103041 104538 110026 115642 116597 129831 136394 142597 143015 
12793	728	5160	22	1435 2360 6981 17868 20732 23552 27687 32836 40453 41882 43912 45051 46979 48707 55133 60367 61820 64353 69339 69685 72030 77418 83884 85078 86025 86932 87921 89847 92389 107861 109752 119036 121372 125919 125968 
12794	415	3971	23	4175 8609 19654 23776 30853 31567 33345 40347 40876 47367 48785 49277 49525 53159 53805 55680 57986 58124 58128 58919 59093 60003 62175 63809 65635 66085 68677 70198 71579 74352 75376 77999 78835 81895 92946 103700 109913 113191 115964 129070 130179 133939 135485 
12795	504	2529	0	612 2028 3433 5203 13459 15482 15969 18152 22053 26447 29639 29906 42489 43127 76601 82347 84082 86871 87348 89336 90168 90399 90591 95755 97063 101978 107407 113304 117099 118163 121942 126171 126684 127800 129401 133508 137108 142760 
12796	712	7915	22	4023 7339 11517 11749 15079 16132 29048 30323 32243 35722 35999 38259 38983 44974 54281 56056 59319 63790 72751 72871 77541 77678 79877 83154 84319 86348 98497 108356 121326 121729 127202 129796 132855 133561 139391 140098 141666 142237 
12797	497	2630	22	5949 6230 8702 12590 18335 18487 26773 30144 34713 44881 46093 55123 57518 59602 61523 64869 66832 66948 74084 75136 76359 87815 92021 93381 94856 95831 108575 117663 121354 125388 128194 134504 136208 136994 137635 140975 143863 
12798	360	671	18	1308 1936 8353 11330 19618 20389 31352 33320 33958 34225 46186 55026 58438 62581 67881 71541 93374 94167 94406 103221 105616 106827 116259 118868 124222 125042 133182 137256 138647 139561 
12799	370	7979	19	5213 16601 18720 18952 20350 27648 32408 33731 39140 42170 55325 56053 61585 70897 74080 91392 98829 101575 103937 108424 118311 122255 126468 130998 133916 134668 
12800	445	8458	18	990 3322 8902 18583 21611 22496 23330 25916 26502 28802 38071 39881 40265 43926 45635 47896 48533 59171 59613 63431 68976 73164 83789 93845 96327 113059 134199 138163 142587 
12801	804	782	20	438 4481 5541 9002 10747 13580 14915 22190 26140 28691 34171 40055 42764 46539 48772 55186 58988 62919 70845 70923 75606 89264 90519 97884 104024 109840 117153 118798 123827 131448 
12802	342	2472	23	2740 3531 5223 11904 28757 29449 29597 31017 32971 34191 38486 38720 38914 48199 50968 55856 63736 64327 68340 77789 77794 77795 78709 78861 81713 84864 86600 86934 89773 91148 99719 108461 109190 111498 113543 119168 125401 126455 132941 
12803	188	5433	4	11765 18919 19513 29163 41076 45668 53731 58452 59020 62923 68631 68921 71333 88751 92168 92591 117433 122502 131366 133406 133761 137805 139006 139266 139723 142823 
12804	991	6551	14	1197 6438 8639 13526 13926 23182 42951 43685 48501 58043 58572 65321 67563 68231 79429 81273 85137 88817 90681 91239 96893 99571 107068 111791 119797 123503 126859 128983 131996 138489 
12805	715	5900	20	4464 14067 25853 26290 32714 40703 52205 60785 62187 63576 65897 73628 74076 74103 77842 77956 81169 82804 84976 86191 89508 93323 101415 111141 112757 119122 120601 122045 123083 125178 132661 138499 138671 139313 
12806	277	2318	19	943 1065 6187 8269 16852 19118 23637 24198 27582 42656 47024 52426 57816 58026 58114 58534 63178 67774 68182 69467 74514 81582 82229 85311 85649 86153 89792 92372 97044 112300 112308 140251 142368 143430 143651 
12807	907	3489	21	107 5060 12076 15838 29442 34233 38843 39704 44877 52148 64588 67203 67267 68062 70194 75797 76961 77070 94020 99372 105377 109024 110285 111445 117037 117287 118905 122446 124416 127154 132431 135164 142518 
12808	314	8170	7	364 5777 7417 7708 9110 10203 14189 14796 18664 18850 19496 20240 28173 40252 41514 52183 56049 63921 66877 71015 73933 73939 74437 76125 83929 91338 98284 98622 100852 101337 102322 110446 115989 117809 121853 141250 
12809	170	1482	17	4426 4560 10141 13140 20578 22245 26893 29814 37042 39617 55777 57314 70464 79018 112758 119030 119355 123024 125752 131118 132261 136660 
12810	778	6485	13	2024 3155 14378 23162 27765 28037 33332 36363 42235 42517 50883 57539 59650 62914 69867 70351 75006 80439 81839 90896 93229 94512 96707 102516 102849 104191 107749 116664 117762 122458 123651 129182 129717 129824 131882 134003 139152 142166 
12811	350	6871	9	2729 7727 7993 14537 15574 17086 18556 22556 45626 53929 55289 55435 63579 70538 77800 84029 84771 85834 88106 88296 91065 94079 113640 114774 115053 116092 119994 125487 128196 133326 136129 137508 139932 142403 143130 
12812	150	8891	5	4283 12403 14431 16987 22208 29957 41570 49559 53100 69374 70492 81317 83420 85577 86509 105840 105916 109918 113580 123234 126307 132961 135069 143991 
12813	479	6145	18	1996 2831 18114 18562 22566 23675 47055 50617 59129 67012 71218 77307 78265 80050 86479 89972 91517 93946 97618 100640 102481 107519 109979 113098 115589 116142 126298 127140 129490 133409 135811 142595 
12814	300	3037	21	6189 12464 14668 15084 22069 25592 27288 43597 44719 46702 48305 54914 58292 60075 63768 64822 70709 72016 80009 83285 99849 107153 108053 109775 114081 114548 122920 134690 
12815	29	8373	24	3467 5208 14140 15351 18858 19911 20495 23025 26328 27257 27977 28642 45578 54966 59596 70075 77440 78970 79999 92206 102898 103348 107151 113861 114484 119977 120184 123221 127559 130737 140824 140962 
12816	926	6989	21	8254 12050 25516 28247 28553 31171 33938 52549 52706 62225 62255 64355 73030 75868 83614 85614 89849 93504 102506 103114 103435 111115 111188 113835 119309 119524 126492 129916 131517 133849 134525 138083 139798 143804 
12817	223	8205	22	425 3655 7663 9972 13847 15578 15699 17790 31648 32751 38446 41723 42397 43359 45220 49682 54673 59078 60329 64453 70483 71963 77799 78929 79002 80223 87287 106316 110686 114078 122273 125316 126398 128083 128284 128434 129644 129981 136706 139689 
12818	647	12	18	2426 3249 7148 13738 17831 19093 19787 26639 27641 39417 40111 41040 42632 46736 52204 58763 61187 67903 68880 70608 71501 80819 82236 82371 86100 86164 95719 96726 99698 105743 106672 107634 111058 117124 122938 133746 138815 139797 143504 
12819	563	7713	10	3240 3693 5089 6704 8106 14112 19151 21865 41032 51577 59466 59486 61309 62904 63570 66837 69808 77496 80275 83052 85180 105714 109793 120522 120543 122857 124429 130757 131994 134287 134740 136466 137816 
12820	719	3013	20	5427 5875 16081 25935 33665 34174 37038 37108 38510 47485 48697 55039 56155 60533 61573 64697 64777 65391 72455 75459 82062 82444 84025 92198 96323 97314 97374 102127 116838 117668 120348 122696 126011 126329 130232 130673 130716 
12821	999	3185	14	1086 2057 6118 8057 9940 17973 22945 25288 26666 34561 51041 57133 61912 62963 63523 63931 67326 82176 82184 101315 108548 113829 114974 120645 124263 127214 
12822	233	6643	2	4554 8123 11986 14772 15269 17675 18273 28767 29491 29896 34411 44817 50141 59314 61804 70562 73255 76872 82102 92864 100671 100846 113242 131901 138329 140984 142507 
12823	745	2883	22	1383 16018 25554 27591 28976 30944 32544 35269 36763 41675 42030 43376 50266 53187 58297 59831 62504 62945 65645 67075 69430 73870 77299 77785 79343 85075 91858 95466 99000 108054 109186 109450 118948 122531 133962 
12824	98	368	24	4180 11963 17648 25642 28365 30508 47257 47545 52865 54385 58134 60998 61224 63693 65544 69223 73589 75486 81039 81068 92967 93120 107462 107514 112524 114322 121567 125031 132004 132943 133640 135874 
12825	346	8601	19	4029 8143 8765 12620 18570 23119 29087 35301 47894 48434 48438 50582 56078 57977 58045 58548 67011 68716 75610 76610 77317 84538 87535 88484 91218 92090 100933 101302 107249 113207 128862 130058 131140 131459 132982 133116 135021 
12826	528	1358	12	11336 22129 40620 43550 45326 45880 46713 47326 49686 52309 56943 57676 76868 86028 96109 110032 113417 120556 125470 137919 140428 140655 
12827	779	5644	13	21295 24500 25658 27914 28390 32495 32822 34045 39834 51193 52158 56295 74821 81990 86903 96733 111889 118421 118521 120972 127477 127864 134511 135290 137512 138197 141915 
12828	720	4276	18	7558 15432 22081 27675 29970 36743 44430 51422 54299 54961 56732 59207 64233 65875 71366 77657 78589 79549 81735 83181 84448 85466 92345 92431 95632 102826 102886 113913 115536 115572 121124 125359 125707 127147 131450 136188 139282 140377 141533 
12829	137	6705	23	6615 7455 9473 9740 11444 11758 13139 14506 20941 22886 24698 29217 40074 45093 46024 46808 47311 52470 53194 63322 64443 67587 72527 77458 84617 85044 85800 88636 89171 91410 92098 94465 99053 100417 104410 110048 124982 125007 133308 133543 137487 142739 143163 143921 
12830	145	7667	24	23 3828 5727 13843 19307 20546 25227 30561 39374 43247 53206 56829 61372 65371 66803 73766 80385 81110 89254 90061 100662 108870 110886 114750 115794 117299 117541 118968 121446 130106 131593 135615 
12831	832	4516	8	8214 18678 23571 25347 42244 42585 46897 48672 49486 51921 57228 59467 62809 63851 66367 78176 84756 88597 97352 101366 104051 106521 108912 111963 112284 113610 116977 121071 123036 123225 128438 132961 135026 143024 
12832	553	153	16	15337 29352 29613 30846 36835 57575 66183 67049 72116 73374 80159 83827 88980 102708 110376 115284 115439 115911 120528 127482 127661 133530 136970 137472 140944 
12833	550	1650	23	3733 4127 4652 8854 16784 17964 18448 27054 35344 50408 51278 55117 62348 63268 65272 65551 66661 79320 85661 88356 91305 98129 104727 106084 111256 111814 115024 117016 117112 124740 126450 133767 134291 137295 137590 138040 140705 141931 
12834	789	4169	20	5506 11844 13212 14110 21537 25340 30535 32211 38648 42246 44972 47111 54511 61260 65582 70723 74049 74719 85911 90884 91567 99995 103360 103847 104390 106387 108114 108388 115607 120117 124599 129360 129552 142944 
12835	351	3648	19	4718 9267 10538 15768 16771 23650 29375 31165 31404 32508 34879 35921 39762 41522 42810 43644 45524 50705 54876 56504 57337 63329 67260 72109 84733 84743 85861 89540 91044 97461 105043 106784 114387 114771 117964 122202 
12836	408	4093	21	1806 9729 15068 16357 26758 28721 30408 39148 68568 69621 86512 88039 92429 101387 102109 108571 116621 117606 121987 126336 128800 131577 139479 141037 141965 143580 
